Product_Category,Category,Subcategory1,Category2,Category3,Attr_Name,Attr_Value,Url
Clothing,Women,Western,Bottomwear,Pants,Style,Crop,https://www.asos.com/api/product/search/v2/curations/2640?offset=72&includeNonPurchasableTypes=restocking&store=US&lang=en-US&currency=USD&rowlength=3&channel=desktop-web&country=US&customerLoyaltyTier=0&keyStoreDataversion=mhabj1f-41&advertisementsPartnerId=100716&advertisementsVisitorId=4f89d8e4-c48b-4269-b118-4ff58b2ec3d9&advertisementsOptInConsent=true&limit=72&attribute_1046=8323&tst-category-curated-version=1
Clothing,Women,Western,Bottomwear,Pants,Size,2XS,https://www.asos.com/api/product/search/v2/curations/2640?offset=72&includeNonPurchasableTypes=restocking&store=US&lang=en-US&currency=USD&rowlength=3&channel=desktop-web&country=US&customerLoyaltyTier=0&keyStoreDataversion=mhabj1f-41&advertisementsPartnerId=100716&advertisementsVisitorId=4f89d8e4-c48b-4269-b118-4ff58b2ec3d9&advertisementsOptInConsent=true&limit=72&size=5131&tst-category-curated-version=1
Clothing,Women,Western,Bottomwear,Pants,Size,XS,https://www.asos.com/api/product/search/v2/curations/2640?offset=72&includeNonPurchasableTypes=restocking&store=US&lang=en-US&currency=USD&rowlength=3&channel=desktop-web&country=US&customerLoyaltyTier=0&keyStoreDataversion=mhabj1f-41&advertisementsPartnerId=100716&advertisementsVisitorId=4f89d8e4-c48b-4269-b118-4ff58b2ec3d9&advertisementsOptInConsent=true&limit=72&size=5179&tst-category-curated-version=1
Clothing,Women,Western,Bottomwear,Pants,Size,XS-S,https://www.asos.com/api/product/search/v2/curations/2640?offset=72&includeNonPurchasableTypes=restocking&store=US&lang=en-US&currency=USD&rowlength=3&channel=desktop-web&country=US&customerLoyaltyTier=0&keyStoreDataversion=mhabj1f-41&advertisementsPartnerId=100716&advertisementsVisitorId=4f89d8e4-c48b-4269-b118-4ff58b2ec3d9&advertisementsOptInConsent=true&limit=72&size=6688&tst-category-curated-version=1
Clothing,Women,Western,Bottomwear,Pants,Size,S,https://www.asos.com/api/product/search/v2/curations/2640?offset=72&includeNonPurchasableTypes=restocking&store=US&lang=en-US&currency=USD&rowlength=3&channel=desktop-web&country=US&customerLoyaltyTier=0&keyStoreDataversion=mhabj1f-41&advertisementsPartnerId=100716&advertisementsVisitorId=4f89d8e4-c48b-4269-b118-4ff58b2ec3d9&advertisementsOptInConsent=true&limit=72&size=4421&tst-category-curated-version=1
Clothing,Women,Western,Bottomwear,Pants,Size,S-M,https://www.asos.com/api/product/search/v2/curations/2640?offset=72&includeNonPurchasableTypes=restocking&store=US&lang=en-US&currency=USD&rowlength=3&channel=desktop-web&country=US&customerLoyaltyTier=0&keyStoreDataversion=mhabj1f-41&advertisementsPartnerId=100716&advertisementsVisitorId=4f89d8e4-c48b-4269-b118-4ff58b2ec3d9&advertisementsOptInConsent=true&limit=72&size=5983&tst-category-curated-version=1
Clothing,Women,Western,Bottomwear,Pants,Size,M,https://www.asos.com/api/product/search/v2/curations/2640?offset=72&includeNonPurchasableTypes=restocking&store=US&lang=en-US&currency=USD&rowlength=3&channel=desktop-web&country=US&customerLoyaltyTier=0&keyStoreDataversion=mhabj1f-41&advertisementsPartnerId=100716&advertisementsVisitorId=4f89d8e4-c48b-4269-b118-4ff58b2ec3d9&advertisementsOptInConsent=true&limit=72&size=4409&tst-category-curated-version=1
Clothing,Women,Western,Bottomwear,Pants,Size,M-L,https://www.asos.com/api/product/search/v2/curations/2640?offset=72&includeNonPurchasableTypes=restocking&store=US&lang=en-US&currency=USD&rowlength=3&channel=desktop-web&country=US&customerLoyaltyTier=0&keyStoreDataversion=mhabj1f-41&advertisementsPartnerId=100716&advertisementsVisitorId=4f89d8e4-c48b-4269-b118-4ff58b2ec3d9&advertisementsOptInConsent=true&limit=72&size=5971&tst-category-curated-version=1
Clothing,Women,Western,Bottomwear,Pants,Size,L,https://www.asos.com/api/product/search/v2/curations/2640?offset=72&includeNonPurchasableTypes=restocking&store=US&lang=en-US&currency=USD&rowlength=3&channel=desktop-web&country=US&customerLoyaltyTier=0&keyStoreDataversion=mhabj1f-41&advertisementsPartnerId=100716&advertisementsVisitorId=4f89d8e4-c48b-4269-b118-4ff58b2ec3d9&advertisementsOptInConsent=true&limit=72&size=5155&tst-category-curated-version=1
Clothing,Women,Western,Bottomwear,Pants,Size,L-XL,https://www.asos.com/api/product/search/v2/curations/2640?offset=72&includeNonPurchasableTypes=restocking&store=US&lang=en-US&currency=USD&rowlength=3&channel=desktop-web&country=US&customerLoyaltyTier=0&keyStoreDataversion=mhabj1f-41&advertisementsPartnerId=100716&advertisementsVisitorId=4f89d8e4-c48b-4269-b118-4ff58b2ec3d9&advertisementsOptInConsent=true&limit=72&size=6006&tst-category-curated-version=1
Clothing,Women,Western,Bottomwear,Pants,Size,XL,https://www.asos.com/api/product/search/v2/curations/2640?offset=72&includeNonPurchasableTypes=restocking&store=US&lang=en-US&currency=USD&rowlength=3&channel=desktop-web&country=US&customerLoyaltyTier=0&keyStoreDataversion=mhabj1f-41&advertisementsPartnerId=100716&advertisementsVisitorId=4f89d8e4-c48b-4269-b118-4ff58b2ec3d9&advertisementsOptInConsent=true&limit=72&size=5167&tst-category-curated-version=1
Clothing,Women,Western,Bottomwear,Pants,Size,2XL,https://www.asos.com/api/product/search/v2/curations/2640?offset=72&includeNonPurchasableTypes=restocking&store=US&lang=en-US&currency=USD&rowlength=3&channel=desktop-web&country=US&customerLoyaltyTier=0&keyStoreDataversion=mhabj1f-41&advertisementsPartnerId=100716&advertisementsVisitorId=4f89d8e4-c48b-4269-b118-4ff58b2ec3d9&advertisementsOptInConsent=true&limit=72&size=5119&tst-category-curated-version=1
