Display_Title,Item_Url,Original_Price,Selling_Price,Native_Product_Id,Brand,Category,Subcategory1,Subcategory2,Subcategory3,Product_Category,Referrer_Url
Leony Long Dress,https://www.revolve.com/charo-ruiz-ibiza-leony-long-dress-in-formula-red/dp/CRIB-WD153/,680,476,CRIB-WD153,Charo Ruiz Ibiza,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Gabrielle Maxi Dress,https://www.revolve.com/house-of-harlow-1960-x-revolve-gabrielle-maxi-dress-in-brown/dp/HOOF-WD1066/,228,228,HOOF-WD1066,House of Harlow 1960,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Lisy Dress,https://www.revolve.com/isabel-marant-etoile-lisy-dress-in-anthracite/dp/ISAR-WD73/,550,358,ISAR-WD73,Isabel Marant Etoile,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Halle Off Shoulder Midi Dress,https://www.revolve.com/nicholas-halle-off-shoulder-midi-dress-in-watercolor-floral-black/dp/NHOX-WD483/,695,452,NHOX-WD483,NICHOLAS,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Carmen Dress,https://www.revolve.com/michael-costello-x-revolve-carmen-dress-in-burgundy/dp/MELR-WD548/,258,243,MELR-WD548,Michael Costello,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Zay Maxi Dress,https://www.revolve.com/more-to-come-zay-maxi-dress-in-pink-floral/dp/MOTO-WD464/,110,59,MOTO-WD464,MORE TO COME,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Halliday Plunge Mini Dress,https://www.revolve.com/zimmermann-halliday-plunge-mini-dress-in-cream-multi-floral/dp/ZIMM-WD494/,750,750,ZIMM-WD494,Zimmermann,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Delfina Dress,https://www.revolve.com/alc-delfina-dress-in-deep-mint/dp/ALX-WD398/,695,334,ALX-WD398,A.L.C.,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Twist Mini Dress,https://www.revolve.com/ow-collection-twist-mini-dress-in-blue/dp/OWIR-WD84/,180,126,OWIR-WD84,OW Collection,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Madison Mini Dress,https://www.revolve.com/nookie-madison-mini-dress-in-black/dp/NKIE-WD783/,379,379,NKIE-WD783,Nookie,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Dupree Midi Dress,https://www.revolve.com/amanda-uprichard-dupree-midi-dress-in-palm-print/dp/AMAN-WD2019/,269,269,AMAN-WD2019,Amanda Uprichard,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Heart Dress,https://www.revolve.com/paris-georgia-heart-dress-in-bottle/dp/PGEO-WD28/,650,650,PGEO-WD28,Paris Georgia,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
X Revolve Parnell With Silk Flowers Blazer Mini Dress,https://www.revolve.com/amanda-uprichard-x-revolve-parnell-with-silk-flowers-blazer-mini-dress-in-black-dark-hot-pink-flamingo/dp/AMAN-WD1916/,312,294,AMAN-WD1916,Amanda Uprichard,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE x REVOVLE Milan Gown,https://www.revolve.com/michael-costello-x-revolve-x-revovle-milan-gown-in-black/dp/MELR-WD1157/,278,278,MELR-WD1157,Michael Costello,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Fling Midi Dress,https://www.revolve.com/show-me-your-mumu-fling-midi-dress-in-pink-shells/dp/SHOW-WD732/,188,188,SHOW-WD732,Show Me Your Mumu,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Cordelia Linen Midi Dress,https://www.revolve.com/bardot-x-revolve-cordelia-linen-midi-dress-in-orchid-white/dp/BARD-WD901/,229,229,BARD-WD901,Bardot,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Omari Midi Dress,https://www.revolve.com/house-of-harlow-1960-x-revolve-omari-midi-dress-in-black/dp/HOOF-WD1071/,198,111,HOOF-WD1071,House of Harlow 1960,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Backcourt Dress,https://www.revolve.com/pe-nation-backcourt-dress-in-black/dp/PENR-WD4/,159,112,PENR-WD4,P.E Nation,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Maeko Boucle Dress,https://www.revolve.com/grlfrnd-maeko-boucle-dress-in-ivory/dp/GRLR-WD67/,295,145,GRLR-WD67,GRLFRND,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Lexie Cowl Dress,https://www.revolve.com/bec-bridge-lexie-cowl-dress-in-black/dp/BECA-WD539/,390,121,BECA-WD539,Bec + Bridge,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Long Sleeve Turtleneck Pickleball Dress,https://www.revolve.com/norma-kamali-long-sleeve-turtleneck-pickleball-dress-in-black-navy-denim-print/dp/NKAM-WD563/,225,117,NKAM-WD563,Norma Kamali,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Strapless Grace Mini Dress,https://www.revolve.com/norma-kamali-strapless-grace-mini-dress-in-black/dp/NKAM-WD521/,350,329,NKAM-WD521,Norma Kamali,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Tena Sleeveless Jersey Dress,https://www.revolve.com/siedres-tena-sleeveless-jersey-dress-in-black/dp/SRER-WD27/,426,154,SRER-WD27,SIEDRES,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Hendry Floral Mini Dress,https://www.revolve.com/bardot-hendry-floral-mini-dress-in-vintage-floral/dp/BARD-WD548/,177,177,BARD-WD548,Bardot,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Jorden Knit Dress,https://www.revolve.com/cult-gaia-jorden-knit-dress-in-millet/dp/CULG-WD340/,558,391,CULG-WD340,Cult Gaia,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
X Etro Metallic Jacquard Dress,https://www.revolve.com/wolford-x-etro-metallic-jacquard-dress-in-black-copper/dp/WFOR-WD29/,550,550,WFOR-WD29,Wolford,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Dana Midi Dress,https://www.revolve.com/nbd-dana-midi-dress-in-black/dp/NBDR-WD2777/,368,258,NBDR-WD2777,NBD,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x We The Free Overall Smock Mini Dress,https://www.revolve.com/free-people-x-we-the-free-overall-smock-mini-dress-in-heart-eyes/dp/FREE-WD2928/,98,98,FREE-WD2928,Free People,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Florinda Maxi Dress,https://www.revolve.com/lamarque-florinda-maxi-dress-in-sunset-gradient/dp/LARX-WD61/,395,395,LARX-WD61,LAMARQUE,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Lizzy Puff Sleeve Dress,https://www.revolve.com/more-to-come-lizzy-puff-sleeve-dress-in-blue/dp/MOTO-WD129/,88,83,MOTO-WD129,MORE TO COME,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
X Revolve Denim Toni Dress,https://www.revolve.com/aknvas-x-revolve-denim-toni-dress-in-black/dp/AKNR-WD17/,550,215,AKNR-WD17,AKNVAS,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Vienna Mini Dress,https://www.revolve.com/nbd-vienna-mini-dress-in-red/dp/NBDR-WD3317/,269,269,NBDR-WD3317,NBD,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Melodie Bow Gown,https://www.revolve.com/amur-melodie-bow-gown-in-black-pink-cosmo/dp/UAMR-WD232/,598,598,UAMR-WD232,AMUR,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Natty Mini Dress,https://www.revolve.com/majorelle-natty-mini-dress-in-blush-pink/dp/MALR-WD1500/,229,229,MALR-WD1500,MAJORELLE,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Clover Dress,https://www.revolve.com/auteur-clover-dress-in-multi/dp/ATER-WD59/,490,343,ATER-WD59,Auteur,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Slinky Jersey Ruched Midi Dress,https://www.revolve.com/good-american-slinky-jersey-ruched-midi-dress-in-black001/dp/GAME-WD70/,159,159,GAME-WD70,Good American,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Solid Perola Short Cover Up,https://www.revolve.com/vix-swimwear-solid-perola-short-cover-up-in-black/dp/VIXS-WD179/,228,228,VIXS-WD179,Vix Swimwear,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Gisabelle Set,https://www.revolve.com/free-people-x-revolve-gisabelle-set-in-clean-ivory/dp/FREE-WD2987/,168,168,FREE-WD2987,Free People,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Aura Rosette Dress,https://www.revolve.com/line-dot-aura-rosette-dress-in-periwinkle/dp/LEAX-WD483/,146,138,LEAX-WD483,Line & Dot,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Mya Mini Dress,https://www.revolve.com/lovers-and-friends-mya-mini-dress-in-silver-gray/dp/LOVF-WD3873/,228,121,LOVF-WD3873,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
On My Way Dress,https://www.revolve.com/show-me-your-mumu-on-my-way-dress-in-pink-sequins/dp/SHOW-WD674/,188,188,SHOW-WD674,Show Me Your Mumu,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Thea Gown,https://www.revolve.com/et-ochs-thea-gown-in-sapphire/dp/ETOR-WD1/,598,419,ETOR-WD1,ET OCHS,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Ariana Dress,https://www.revolve.com/nicholas-ariana-dress-in-ivory/dp/NHOX-WD501/,495,495,NHOX-WD501,NICHOLAS,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Rhinestone Fringe Mini Sammy Dress,https://www.revolve.com/cinq-a-sept-rhinestone-fringe-mini-sammy-dress-in-ivory/dp/CINR-WD413/,495,297,CINR-WD413,Cinq a Sept,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Bambi Maxi Dress,https://www.revolve.com/bydyln-bambi-maxi-dress-in-guava/dp/BYDR-WD29/,84,84,BYDR-WD29,BY.DYLN,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Long Sleeve Maxi Dress,https://www.revolve.com/remain-long-sleeve-maxi-dress-in-black/dp/RAMA-WD6/,280,280,RAMA-WD6,REMAIN,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Rita Mini Dress,https://www.revolve.com/nbd-rita-mini-dress-in-blush/dp/NBDR-WD2517/,248,159,NBDR-WD2517,NBD,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Rendezvous Mini Dress,https://www.revolve.com/lioness-rendezvous-mini-dress-in-mineral/dp/LIOR-WD111/,89,89,LIOR-WD111,LIONESS,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Devina Dress,https://www.revolve.com/rixo-devina-dress-in-crimson/dp/RIXR-WD33/,520,520,RIXR-WD33,RIXO,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Alandra Midi Dress,https://www.revolve.com/camila-coelho-alandra-midi-dress-in-green-beige/dp/COEL-WD498/,259,259,COEL-WD498,Camila Coelho,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
